Pertanyaan,Status,Promo,Mode,Estimasi_Pembayaran
Bagaimana cara upgrade paket internet?,Aktif,Ya,Upgrade,150000
Apakah bisa ganti router dengan yang lebih baru?,Aktif,Tidak,Ganti_Perangkat,0
Biaya instalasi untuk paket 100 Mbps berapa?,Pending,Ya,Instalasi_Baru,350000
Kapan promo akhir tahun dimulai?,Aktif,Ya,Informasi,0
Bisa tidak pasang internet tanpa telepon?,Pending,Tidak,Instalasi_Baru,300000
Telecollection,"Selamat Pagi/Siang/Sore Perkenalkan Saya (Nama Agen) Dari ICONNET, Apakah Benar Saya Terhubung Dengan (Nama Pelanggan) ?, Baik Bapak/Ibu. Kami Melihat Bahwa Layanan ICONNET Bapak/Ibu Sedang Terputus dan Kami Ingin Tahu Apakah Ada Kendala Yang Bisa Kami Bantu?",belum,"Baik pak/bu, izin mengingatkan mengenai pembayaran ICONNET bulanannya yaa saat ini tagihan iconnet bapak/ibu sudah muncul, nomor pembayaran saat ini sudah kami kirimkan melalui email dan WhatsApp. Silahkan untuk melakukan pengecekan melalui email ataupun Whatsaap bapak/ibu. Mohon untuk segera melakukan pembayaran agar ICONNET dirumah bapak/ibu tetap aktif.",iya,"baik bapak/ibu, sekiranya kapan akan melakukan pembayaran ya bapak/ibu ?",tanggal 4 agustus,Bersedia Membayar,Tidak ada promo,Tanggal 20 September
Telecollection,"Selamat Pagi/Siang/Sore Perkenalkan Saya (Nama Agen) Dari ICONNET, Apakah Benar Saya Terhubung Dengan (Nama Pelanggan) ?, Baik Bapak/Ibu. Kami Melihat Bahwa Layanan ICONNET Bapak/Ibu Sedang Terputus dan Kami Ingin Tahu Apakah Ada Kendala Yang Bisa Kami Bantu?",belum,"Baik pak/bu, izin mengingatkan mengenai pembayaran ICONNET bulanannya yaa saat ini tagihan iconnet bapak/ibu sudah muncul, nomor pembayaran saat ini sudah kami kirimkan melalui email dan WhatsApp. Silahkan untuk melakukan pengecekan melalui email ataupun Whatsaap bapak/ibu. Mohon untuk segera melakukan pembayaran agar ICONNET dirumah bapak/ibu tetap aktif.",iya,"baik bapak/ibu, sekiranya kapan akan melakukan pembayaran ya bapak/ibu ?",tanggal 8,Bersedia Membayar,Tidak ada promo,Tanggal 20 September
Telecollection,"Selamat Pagi/Siang/Sore Perkenalkan Saya (Nama Agen) Dari ICONNET, Apakah Benar Saya Terhubung Dengan (Nama Pelanggan) ?, Baik Bapak/Ibu. Kami Melihat Bahwa Layanan ICONNET Bapak/Ibu Sedang Terputus dan Kami Ingin Tahu Apakah Ada Kendala Yang Bisa Kami Bantu?",belum,"Baik pak/bu, izin mengingatkan mengenai pembayaran ICONNET bulanannya yaa saat ini tagihan iconnet bapak/ibu sudah muncul, nomor pembayaran saat ini sudah kami kirimkan melalui email dan WhatsApp. Silahkan untuk melakukan pengecekan melalui email ataupun Whatsaap bapak/ibu. Mohon untuk segera melakukan pembayaran agar ICONNET dirumah bapak/ibu tetap aktif.",iya,"baik bapak/ibu, sekiranya kapan akan melakukan pembayaran ya bapak/ibu ?",tanggal 8,Bersedia Membayar,Tidak ada promo,Tanggal 20 September
Telecollection,"Selamat Pagi/Siang/Sore Perkenalkan Saya (Nama Agen) Dari ICONNET, Apakah Benar Saya Terhubung Dengan (Nama Pelanggan) ?, Baik Bapak/Ibu. Kami Melihat Bahwa Layanan ICONNET Bapak/Ibu Sedang Terputus dan Kami Ingin Tahu Apakah Ada Kendala Yang Bisa Kami Bantu?",belum,"Baik pak/bu, izin mengingatkan mengenai pembayaran ICONNET bulanannya yaa saat ini tagihan iconnet bapak/ibu sudah muncul, nomor pembayaran saat ini sudah kami kirimkan melalui email dan WhatsApp. Silahkan untuk melakukan pengecekan melalui email ataupun Whatsaap bapak/ibu. Mohon untuk segera melakukan pembayaran agar ICONNET dirumah bapak/ibu tetap aktif.",iya,"baik bapak/ibu, sekiranya kapan akan melakukan pembayaran ya bapak/ibu ?",tanggal 8,Bersedia Membayar,Tidak ada promo,Tanggal 20 September
Telecollection,"Selamat Pagi/Siang/Sore Perkenalkan Saya (Nama Agen) Dari ICONNET, Apakah Benar Saya Terhubung Dengan (Nama Pelanggan) ?, Baik Bapak/Ibu. Kami Melihat Bahwa Layanan ICONNET Bapak/Ibu Sedang Terputus dan Kami Ingin Tahu Apakah Ada Kendala Yang Bisa Kami Bantu?",belum,"Baik pak/bu, izin mengingatkan mengenai pembayaran ICONNET bulanannya yaa saat ini tagihan iconnet bapak/ibu sudah muncul, nomor pembayaran saat ini sudah kami kirimkan melalui email dan WhatsApp. Silahkan untuk melakukan pengecekan melalui email ataupun Whatsaap bapak/ibu. Mohon untuk segera melakukan pembayaran agar ICONNET dirumah bapak/ibu tetap aktif.",iya,"baik bapak/ibu, sekiranya kapan akan melakukan pembayaran ya bapak/ibu ?",tanggal 8,"Baik bapak/ibu, kami catat ya. Mohon untuk segera melakukan pembayaran sesuai jadwal yang telah disepakati. Terima kasih atas waktunya.","Baik, Terima Kasih",Bersedia Membayar,Tidak ada promo,Tanggal 20 September
Telecollection,"Selamat Pagi/Siang/Sore Perkenalkan Saya (Nama Agen) Dari ICONNET, Apakah Benar Saya Terhubung Dengan (Nama Pelanggan) ?, Baik Bapak/Ibu. Kami Melihat Bahwa Layanan ICONNET Bapak/Ibu Sedang Terputus dan Kami Ingin Tahu Apakah Ada Kendala Yang Bisa Kami Bantu?",belum,"Baik pak/bu, izin mengingatkan mengenai pembayaran ICONNET bulanannya yaa saat ini tagihan iconnet bapak/ibu sudah muncul, nomor pembayaran saat ini sudah kami kirimkan melalui email dan WhatsApp. Silahkan untuk melakukan pengecekan melalui email ataupun Whatsaap bapak/ibu. Mohon untuk segera melakukan pembayaran agar ICONNET dirumah bapak/ibu tetap aktif.",iya,"baik bapak/ibu, sekiranya kapan akan melakukan pembayaran ya bapak/ibu ?",tanggal 8,"Baik bapak/ibu, kami catat ya. Mohon untuk segera melakukan pembayaran sesuai jadwal yang telah disepakati. Terima kasih atas waktunya.","Baik, Terima Kasih",Bersedia Membayar,Tidak ada promo,Belum disebutkan tanggal pembayaran
Telecollection,"Selamat Pagi/Siang/Sore Perkenalkan Saya (Nama Agen) Dari ICONNET, Apakah Benar Saya Terhubung Dengan (Nama Pelanggan) ?, Baik Bapak/Ibu. Kami Melihat Bahwa Layanan ICONNET Bapak/Ibu Sedang Terputus dan Kami Ingin Tahu Apakah Ada Kendala Yang Bisa Kami Bantu?",belum,"Baik pak/bu, izin mengingatkan mengenai pembayaran ICONNET bulanannya yaa saat ini tagihan iconnet bapak/ibu sudah muncul, nomor pembayaran saat ini sudah kami kirimkan melalui email dan WhatsApp. Silahkan untuk melakukan pengecekan melalui email ataupun Whatsaap bapak/ibu. Mohon untuk segera melakukan pembayaran agar ICONNET dirumah bapak/ibu tetap aktif.",iya,"baik bapak/ibu, sekiranya kapan akan melakukan pembayaran ya bapak/ibu ?",tanggal 8,"Baik bapak/ibu, kami catat ya. Mohon untuk segera melakukan pembayaran sesuai jadwal yang telah disepakati. Terima kasih atas waktunya.","Baik, Terima Kasih",Bersedia Membayar,Tidak ada promo,Belum disebutkan tanggal pembayaran
Telecollection,"Selamat Pagi/Siang/Sore Perkenalkan Saya (Nama Agen) Dari ICONNET, Apakah Benar Saya Terhubung Dengan (Nama Pelanggan) ?, Baik Bapak/Ibu. Kami Melihat Bahwa Layanan ICONNET Bapak/Ibu Sedang Terputus dan Kami Ingin Tahu Apakah Ada Kendala Yang Bisa Kami Bantu?",belum,"Baik pak/bu, izin mengingatkan mengenai pembayaran ICONNET bulanannya yaa saat ini tagihan iconnet bapak/ibu sudah muncul, nomor pembayaran saat ini sudah kami kirimkan melalui email dan WhatsApp. Silahkan untuk melakukan pengecekan melalui email ataupun Whatsaap bapak/ibu. Mohon untuk segera melakukan pembayaran agar ICONNET dirumah bapak/ibu tetap aktif.",iya,"baik bapak/ibu, sekiranya kapan akan melakukan pembayaran ya bapak/ibu ?",tanggal 8,"Baik bapak/ibu, kami catat ya. Mohon untuk segera melakukan pembayaran sesuai jadwal yang telah disepakati. Terima kasih atas waktunya.","Baik, Terima Kasih",Bersedia Membayar,Tidak ada promo,tanggal 8
Telecollection,"Selamat Pagi/Siang/Sore Perkenalkan Saya (Nama Agen) Dari ICONNET, Apakah Benar Saya Terhubung Dengan (Nama Pelanggan) ?, Baik Bapak/Ibu. Kami Melihat Bahwa Layanan ICONNET Bapak/Ibu Sedang Terputus dan Kami Ingin Tahu Apakah Ada Kendala Yang Bisa Kami Bantu?",belum,"Baik pak/bu, izin mengingatkan mengenai pembayaran ICONNET bulanannya yaa saat ini tagihan iconnet bapak/ibu sudah muncul, nomor pembayaran saat ini sudah kami kirimkan melalui email dan WhatsApp. Silahkan untuk melakukan pengecekan melalui email ataupun Whatsaap bapak/ibu. Mohon untuk segera melakukan pembayaran agar ICONNET dirumah bapak/ibu tetap aktif.",iya,"baik bapak/ibu, sekiranya kapan akan melakukan pembayaran ya bapak/ibu ?",tanggal 8,"Baik bapak/ibu, kami catat ya. Mohon untuk segera melakukan pembayaran sesuai jadwal yang telah disepakati. Terima kasih atas waktunya.","Baik, Terima Kasih",Bersedia Membayar,Tidak ada promo,tanggal 8
Telecollection,"Selamat Pagi/Siang/Sore Perkenalkan Saya (Nama Agen) Dari ICONNET, Apakah Benar Saya Terhubung Dengan (Nama Pelanggan) ?, Baik Bapak/Ibu. Kami Melihat Bahwa Layanan ICONNET Bapak/Ibu Sedang Terputus dan Kami Ingin Tahu Apakah Ada Kendala Yang Bisa Kami Bantu?",belum,"Baik pak/bu, izin mengingatkan mengenai pembayaran ICONNET bulanannya yaa saat ini tagihan iconnet bapak/ibu sudah muncul, nomor pembayaran saat ini sudah kami kirimkan melalui email dan WhatsApp. Silahkan untuk melakukan pengecekan melalui email ataupun Whatsaap bapak/ibu. Mohon untuk segera melakukan pembayaran agar ICONNET dirumah bapak/ibu tetap aktif.",iya,"baik bapak/ibu, sekiranya kapan akan melakukan pembayaran ya bapak/ibu ?",tanggal 8,"Baik bapak/ibu, kami catat ya. Mohon untuk segera melakukan pembayaran sesuai jadwal yang telah disepakati. Terima kasih atas waktunya.","Baik, Terima Kasih",Bersedia Membayar,Tidak ada promo,tanggal 9
Telecollection,"Selamat Pagi/Siang/Sore Perkenalkan Saya (Nama Agen) Dari ICONNET, Apakah Benar Saya Terhubung Dengan (Nama Pelanggan) ?, Baik Bapak/Ibu. Kami Melihat Bahwa Layanan ICONNET Bapak/Ibu Sedang Terputus dan Kami Ingin Tahu Apakah Ada Kendala Yang Bisa Kami Bantu?",belum,"Baik pak/bu, izin mengingatkan mengenai pembayaran ICONNET bulanannya yaa saat ini tagihan iconnet bapak/ibu sudah muncul, nomor pembayaran saat ini sudah kami kirimkan melalui email dan WhatsApp. Silahkan untuk melakukan pengecekan melalui email ataupun Whatsaap bapak/ibu. Mohon untuk segera melakukan pembayaran agar ICONNET dirumah bapak/ibu tetap aktif.",iya,"baik bapak/ibu, sekiranya kapan akan melakukan pembayaran ya bapak/ibu ?",tanggal 8,"Baik bapak/ibu, kami catat ya. Mohon untuk segera melakukan pembayaran sesuai jadwal yang telah disepakati. Terima kasih atas waktunya.","Baik, Terima Kasih",Bersedia Membayar,Tidak ada promo,tanggal 9
Telecollection,"Selamat Pagi/Siang/Sore Perkenalkan Saya (Nama Agen) Dari ICONNET, Apakah Benar Saya Terhubung Dengan (Nama Pelanggan) ?, Baik Bapak/Ibu. Kami Melihat Bahwa Layanan ICONNET Bapak/Ibu Sedang Terputus dan Kami Ingin Tahu Apakah Ada Kendala Yang Bisa Kami Bantu?",belum,"Baik pak/bu, izin mengingatkan mengenai pembayaran ICONNET bulanannya yaa saat ini tagihan iconnet bapak/ibu sudah muncul, nomor pembayaran saat ini sudah kami kirimkan melalui email dan WhatsApp. Silahkan untuk melakukan pengecekan melalui email ataupun Whatsaap bapak/ibu. Mohon untuk segera melakukan pembayaran agar ICONNET dirumah bapak/ibu tetap aktif.",iya,"baik bapak/ibu, sekiranya kapan akan melakukan pembayaran ya bapak/ibu ?",tanggal 8,"Baik bapak/ibu, kami catat ya. Mohon untuk segera melakukan pembayaran sesuai jadwal yang telah disepakati. Terima kasih atas waktunya.","Baik, Terima Kasih",Bersedia Membayar,Tidak ada promo,tanggal 9
Telecollection,"Selamat Pagi/Siang/Sore Perkenalkan Saya (Nama Agen) Dari ICONNET, Apakah Benar Saya Terhubung Dengan (Nama Pelanggan) ?, Baik Bapak/Ibu. Kami Melihat Bahwa Layanan ICONNET Bapak/Ibu Sedang Terputus dan Kami Ingin Tahu Apakah Ada Kendala Yang Bisa Kami Bantu?",belum,"Baik pak/bu, izin mengingatkan mengenai pembayaran ICONNET bulanannya yaa saat ini tagihan iconnet bapak/ibu sudah muncul, nomor pembayaran saat ini sudah kami kirimkan melalui email dan WhatsApp. Silahkan untuk melakukan pengecekan melalui email ataupun Whatsaap bapak/ibu. Mohon untuk segera melakukan pembayaran agar ICONNET dirumah bapak/ibu tetap aktif.",iya,"baik bapak/ibu, sekiranya kapan akan melakukan pembayaran ya bapak/ibu ?",tanggal 6,"Baik bapak/ibu, kami catat ya. Mohon untuk segera melakukan pembayaran sesuai jadwal yang telah disepakati. Terima kasih atas waktunya.","Baik, Terima Kasih",Bersedia Membayar,Tidak ada promo,Belum disebutkan tanggal pembayaran
Telecollection,"Selamat Pagi/Siang/Sore Perkenalkan Saya (Nama Agen) Dari ICONNET, Apakah Benar Saya Terhubung Dengan (Nama Pelanggan) ?, Baik Bapak/Ibu. Kami Melihat Bahwa Layanan ICONNET Bapak/Ibu Sedang Terputus dan Kami Ingin Tahu Apakah Ada Kendala Yang Bisa Kami Bantu?",belum,"Baik pak/bu, izin mengingatkan mengenai pembayaran ICONNET bulanannya yaa saat ini tagihan iconnet bapak/ibu sudah muncul, nomor pembayaran saat ini sudah kami kirimkan melalui email dan WhatsApp. Silahkan untuk melakukan pengecekan melalui email ataupun Whatsaap bapak/ibu. Mohon untuk segera melakukan pembayaran agar ICONNET dirumah bapak/ibu tetap aktif.",iya,"baik bapak/ibu, sekiranya kapan akan melakukan pembayaran ya bapak/ibu ?",tanggal 8,"Baik bapak/ibu, kami catat ya. Mohon untuk segera melakukan pembayaran sesuai jadwal yang telah disepakati. Terima kasih atas waktunya.","Baik, Terima Kasih",Bersedia Membayar,Tidak ada promo,Belum disebutkan tanggal pembayaran
